title,authors,abstract,submitted_date,pdf_link
Beyond NGS data sharing and towards open science,Bruno Dantas;Calmenelias Fleitas;Alexandre P. Francisco;José Simão;Cátia Vaz,"Biosciences have been revolutionized by next generation sequencing (NGS) technologies in last years, leading to new perspectives in medical, industrial and environmental applications. And although our motivation comes from biosciences, the following is true for many areas of science: published results are usually hard to reproduce either because data is not available or tools are not readily available, which delays the adoption of new methodologies and hinders innovation. Our focus is on tool readiness and pipelines availability. Even though most tools are freely available, pipelines for data analysis are in general barely described and their configuration is far from trivial, with many parameters to be tuned. In this paper we discuss how to effectively build and use pipelines, relying on state of the art computing technologies to execute them without users need to configure, install and manage tools, servers and complex workflow management systems. We perform an in depth comparative analysis of state of the art frameworks and systems. The NGSPipes framework is proposed showing that we can have public pipelines ready to process and analyse experimental data, produced for instance by high-throughput technologies, but without relying on centralized servers or Web services. The NGSPipes framework and underlying architecture provides a major step towards open science and true collaboration in what concerns tools and pipelines among computational biology researchers and practitioners. We show that it is possible to execute data analysis pipelines in a decentralized and platform independent way. Approaches like the one proposed are crucial for archiving and reusing data analysis pipelines at medium/long-term. NGSPipes framework is freely available at http://ngspipes.github.io/. △ Less","11 November, 2016",https://arxiv.org/pdf/1701.03507
Efficient Multi-Dimensional Mapping Using QAM Constellations for BICM-ID,Hassan M. Navazi;Md. Jahangir Hossain,"Bit-interleaved coded modulation with iterative decoding (BICM-ID) offers very good error performance over additive white Gaussian noise (AWGN) and fading channels if it uses a wisely designed signal mapping. Further, error performance of BICM-ID can significantly be improved by employing multi-dimensional (MD) modulation. However, suitable MD mappings are obtained by computer search techniques except for MD modulations that use smaller constellation e.g., binary phase shift keying (BPSK), quadrature phase shift keying (QPSK) and $8$-ary phase shift keying ($8$-PSK) as basic modulation. The alphabet size of MD modulations increases exponentially as the order of the basic modulation increases and computer search becomes intractable. In this paper, we propose a systematic mapping method for MD modulations. The innovativeness of our proposed method is that it generates MD mappings using $16$- and $64$-quadrature amplitude modulation (QAM) very efficiently. The presented numerical results show that the proposed method improves bit error rate (BER) of BICM-ID. △ Less","29 December, 2016",https://arxiv.org/pdf/1701.01167
Unique Sense: Smart Computing Prototype for Industry 4.0 Revolution with IOT and Bigdata Implementation Model,S. Vijaykumar;S. G. Saravanakumar;M. Balamurugan,"Today, The Computing architectures are one of the most complex constrained developing area in the research field. Which delivers solution for different domains computation problem from its stack above. The architectural integration constrains makes difficulties to customize and modify the system for dynamic industrial and business needs. This model is the initiation towards the solution for findings of Industry 4.0 and Bigdata needs. This Unique sense smart computing implementation model for Industry 4.0 holds the innovative Smart computing prototype is a part of UNIQUE SENSE computing architecture which can delivers alternate solution for today's computing architecture to satisfy the future generation needs of diversified technologies and techniques, which brings extended support to the ubiquitous environment. Primitively the industrial 4.0 having a lots of chained interlinked process which also holds valuable information. So it is especially designed for fault tolerance data processing integrated system. This implementation model constructed in the way that smart control and selfaccessible system for next generation cyber physical machine and automation controlling system. Also that focusing towards dynamic customization, reusability, eco friendliness for next generation controlling and computation power. △ Less","27 November, 2016",https://arxiv.org/pdf/1612.09325
AZ Model for Software Development,Ahmed Mateen;Muhammad Azeem;Mohammad Shafiq,"Know a days Computer system become essential and it is most commonly used in every field of life. The computer saves time and use to solve complex and extensive problem quickly in an efficient way. For this purpose software programs are develop to facilitate the works for administrator, offices, banks etc. so Quality is the most important factor as it mostly defines CUSTOMER SATISFACTION which directly related to success of the project so there are many approaches (methodologies) have been developed for this purpose occasionally. The main study of this paper is to propose a new methodology for the development of the software which focuses on the quality improvement of all kind of product. This study will also discuss the features and limitation of the traditional methodologies like waterfall iterative spiral RUP and Agile and show how the new innovative methodology is better than previous one. △ Less","28 December, 2016",https://arxiv.org/pdf/1612.08811
Equibit: A Peer-to-Peer Electronic Equity System,Brent Kievit-Kylar;Chris Horlacher;Marc Godard;Christian Saucier,"The registration, transfer, clearing and settlement of equities represents a significant part of economic activity currently underserved by modern technological innovation. In addition, recent events have revealed problems of transparency, inviting public criticism and scrutiny from regulatory authorities. A peer-to-peer platform facilitating the creation and exchange of directly registered shares represents a shift in equity markets towards more efficient, transparent operations as well as greater accessibility to the investing public and issuing companies. Blockchain technology solves the problem of transaction processing and clearing but the fungibility of their units pose a challenge in identifying the issuers and holders of specific equities. Furthermore, as the issuers are in a constant state of flux the benefits of a decentralized network are lost if a central manager is required to cancel equities from companies that no longer exist. We propose a solution to these problems using digital signatures, based on blockchain technology. △ Less","20 December, 2016",https://arxiv.org/pdf/1612.06953
The Blockchain: A Gentle Four Page Introduction,Jan Hendrik Witte,"Blockchain is a distributed database that keeps a chronologically-growing list (chain) of records (blocks) secure from tampering and revision. While computerisation has changed the nature of a ledger from clay tables in the old days to digital records in modern days, blockchain technology is the first true innovation in record keeping that could potentially revolutionise the basic principles of information keeping. In this note, we provide a brief self-contained introduction to how the blockchain works. △ Less","6 December, 2016",https://arxiv.org/pdf/1612.06244
Accurate Reconstruction of Finite Rate of Innovation Signals on the Sphere,Yahya Sattar;Zubair Khalid;Rodney A. Kennedy,"We develop a method for the accurate reconstruction of non-bandlimited finite rate of innovation signals on the sphere. For signals consisting of a finite number of Dirac functions on the sphere, we develop an annihilating filter based method for the accurate recovery of parameters of the Dirac functions using a finite number of observations of the bandlimited signal. In comparison to existing techniques, the proposed method enables more accurate reconstruction primarily due to better conditioning of systems involved in the recovery of parameters. For the recovery of $K$ Diracs on the sphere, the proposed method requires samples of the signal bandlimited in the spherical harmonic~(SH) domain at SH degree equal or greater than $ K + \sqrt{K + \frac{1}{4}} - \frac{1}{2}$. In comparison to the existing state-of-the art technique, the required bandlimit, and consequently the number of samples, of the proposed method is the same or less. We also conduct numerical experiments to demonstrate that the proposed technique is more accurate than the existing methods by a factor of $10^{7}$ or more for $2 \le K\le 20$. △ Less","19 December, 2016",https://arxiv.org/pdf/1612.06159
Open Government Data in Russian Federation,Dmitrij Koznov;Olga Andreeva;Uolevi Nikula;Andrey Maglyas;Dmitry Muromtsev;Irina Radchenko,"Open data can increase transparency and accountability of a country government, leading to free information sharing and stimulation of new innovations. This paper analyses government open data policy as well as open data initiatives and trends in Russian Federation. The OCDE analytical framework for national open government data portals and supporting initiatives is used as the bases for the study. The key issues of Russian open government data movement are summarized and aggregated. The paper argues the necessity of systematic development of the open data ecosystem, the leading role of the government in data release, a deeper business involvement, and a reduction of bureaucratic barriers. △ Less","15 December, 2016",https://arxiv.org/pdf/1612.05164
Efficient and Fair Collaborative Mobile Internet Access,George Iosifidis;Lin Gao;Jianwei Huang;Leandros Tassiulas,"The surging global mobile data traffic challenges the economic viability of cellular networks and calls for innovative solutions to reduce the network congestion and improve user experience. In this context, user-provided networks (UPNs), where mobile users share their Internet access by exploiting their diverse network resources and needs, turn out to be very promising. Heterogeneous users with advanced handheld devices can form connections in a distributed fashion and unleash dormant network resources at the network edge. However, the success of such services heavily depends on users' willingness to contribute their resources, such as network access and device battery energy. In this paper, we introduce a general framework for UPN services and design a bargaining-based distributed incentive mechanism to ensure users participation. The proposed mechanism determines the resources that each user should contribute in order to maximise the aggregate data rate in UPN, and fairly allocate the benefit among the users. The numerical results verify that the service can always improve performance, and such improvement increases with the diversity of the users' resources. Quantitatively, it can reach an average 30% increase of the total served traffic for a typical scenario even with only 6 mobile users. △ Less","15 December, 2016",https://arxiv.org/pdf/1612.05129
Lightweight compression with encryption based on Asymmetric Numeral Systems,Jarek Duda;Marcin Niemiec,"Data compression combined with effective encryption is a common requirement of data storage and transmission. Low cost of these operations is often a high priority in order to increase transmission speed and reduce power usage. This requirement is crucial for battery-powered devices with limited resources, such as autonomous remote sensors or implants. Well-known and popular encryption techniques are frequently too expensive. This problem is on the increase as machine-to-machine communication and the Internet of Things are becoming a reality. Therefore, there is growing demand for finding trade-offs between security, cost and performance in lightweight cryptography. This article discusses Asymmetric Numeral Systems -- an innovative approach to entropy coding which can be used for compression with encryption. It provides compression ratio comparable with arithmetic coding at similar speed as Huffman coding, hence, this coding is starting to replace them in new compressors. Additionally, by perturbing its coding tables, the Asymmetric Numeral System makes it possible to simultaneously encrypt the encoded message at nearly no additional cost. The article introduces this approach and analyzes its security level. The basic application is reducing the number of rounds of some cipher used on ANS-compressed data, or completely removing additional encryption layer if reaching a satisfactory protection level. △ Less","14 December, 2016",https://arxiv.org/pdf/1612.04662
