title,authors,abstract,submitted_date,pdf_link
Survey on some optimization possibilities for data plane applications,Gereltsetseg Altangerel;Tejfel Máté,"By programming both the data plane and the control plane, network operators can customize their networks based on their needs, regardless of the hardware manufacturer. Control plane programming, a major component of the SDN (Software Defined Network) concept, has been developed for more than 10 years and successfully implemented in real networks. Efforts to develop reconfigurable data planes and high-level network programming languages make it truly possible to program data planes. Therefore, the programmable data planes and SDNs offer great flexibility in network customization, allowing many innovations to be introduced on the network. The general focus of research on the data plane is data-plane abstractions, languages and compilers, data plane algorithms, and applications. This paper outlines some emerging applications on the data plane and offers opportunities for further improvement and optimization. △ Less","29 November, 2021",https://arxiv.org/pdf/2201.11516
The link between countries' economic and scientific wealth has a complex dependence on technological activity and research policy,Alonso Rodriguez-Navarro;Ricardo Brito,"We studied the research performance of 69 countries by considering two different types of new knowledge: incremental (normal) and fundamental (radical). In principle, these two types of new knowledge should be assessed at two very different levels of citations, but we demonstrate that a simpler assessment can be performed based on the total number of papers (P) and the ratio of the number of papers in the global top 10% of most cited papers divided to the total number of papers (Ptop 10%/P). P represents the quantity, whereas the Ptop 10%/P ratio represents the efficiency. In ideal countries, P and the Ptop 10%/P ratio are linked to the gross domestic product (GDP) and GDP the per capita, respectively. Only countries with high Ptop 10%/P ratios participate actively in the creation of fundamental new knowledge and have Noble laureates. In real countries, the link between economic and scientific wealth can be modified by the technological activity and the research policy. We discuss how technological activity may decrease the Ptop 10%/P ratio while only slightly affecting the capacity to create fundamental new knowledge; in such countries, many papers may report incremental innovations that do not drive the advancement of knowledge. Japan is the clearest example of this, although there are many less extreme examples. Independently of technological activity, research policy has a strong influence on the Ptop 10%/P ratio, which may be higher or lower than expected from the GDP per capita depending on the success of the research policy. △ Less","29 December, 2021",https://arxiv.org/pdf/2112.14522
How Powerful are Interest Diffusion on Purchasing Prediction: A Case Study of Taocode,Xuanwen Huang;Yang Yang;Ziqiang Cheng;Shen Fan;Zhongyao Wang;Juren Li;Jun Zhang;Jingmin Chen,"A taocode is a kind of specially coded text-link on Taobao(the world's biggest online shopping website), through which users can share messages about products with each other. Analyzing taocodes can potentially facilitate understanding of the social relationships between users and, more excitingly, their online purchasing behaviors under the influence of taocode diffusion. This paper innovatively investigates the problem of online purchasing predictions from an information diffusion perspective, with taocode as a case study. Specifically, we conduct profound observational studies on a large-scale real-world dataset from Taobao, containing over 100M Taocode sharing records. Inspired by our observations, we propose InfNet, a dynamic GNN-based framework that models the information diffusion across Taocode. We then apply InfNet to item purchasing predictions. Extensive experiments on real-world datasets validate the effectiveness of InfNet compared with 8 state-of-the-art baselines. △ Less","30 December, 2021",https://arxiv.org/pdf/2112.14446
Heterogenous Networks: From small cells to 5G NR-U,Vanlin Sathya;Srikant Manas Kala;Kalpana Naidu,"With the exponential increase in mobile users, the mobile data demand has grown tremendously. To meet these demands, cellular operators are constantly innovating to enhance the capacity of cellular systems. Consequently, operators have been reusing the licensed spectrum spatially, by deploying 4G/LTE small cells (e.g., Femto Cells) in the past. However, despite the use of small cells, licensed spectrum will be unable to meet the consistently rising data traffic because of data-intensive applications such as augmented reality or virtual reality (AR/VR) and on-the-go high-definition video streaming. Applications such AR/VR and online gaming not only place extreme data demands on the network, but are also latency-critical. To meet the QoS guarantees, cellular operators have begun leveraging the unlicensed spectrum by coexisting with Wi-Fi in the 5 GHz band. The standardizing body 3GPP, has prescribed cellular standards for fair unlicensed coexistence with Wi-Fi, namely LTE Licensed Assisted Access (LAA), New Radio in unlicensed (NR-U), and NR in Millimeter. The rapid roll-out of LAA deployments in developed nations like the US, offers an opportunity to study and analyze the performance of unlicensed coexistence networks through real-world ground truth. Thus, this paper presents a high-level overview of past, present, and future of the research in small cell and unlicensed coexistence communication technologies. It outlines the vision for future research work in the recently allocated unlicensed spectrum: The 6 GHz band, where the latest Wi-Fi standard, IEEE 802.11ax, will coexist with the latest cellular technology, 5G New Radio (NR) in unlicensed. △ Less","28 December, 2021",https://arxiv.org/pdf/2112.14240
A Metamodel and Prototype for Fluid Document Formats,Ahmed A. O. Tayeh;Bruno Dumas;Beat Signer,"With the transformation of computing from personal computers to the Internet, document formats have also seen some changes over the years. Future document formats are likely going to adapt to the emerging needs of ubiquitous computing, where information processing is embedded in everyday activities and objects. While most existing document formats have originally been a digital emulation of paper documents, over the years they have been enriched with additional digital features. These features were mainly incorporated to take advantage of the new functionality offered by the devices on which the documents are accessed. With the advent of ubiquitous computing, document formats seem to be facing the next evolutionary step. They will have to adapt to novel mobile devices, innovative interaction modalities, the distribution over multiple devices as well as heterogeneous input sources. This adaptation to the age of ubiquitous computing asks for several new document features. We outline a roadmap towards future fluid document representations for ubiquitous information environments. Based on the resource-selector-link (RSL) hypermedia metamodel - a general hypermedia metamodel supporting distribution, user rights management and content adaptation - we developed a metamodel for fluid document formats and the corresponding online text editor for fluid documents. △ Less","28 December, 2021",https://arxiv.org/pdf/2112.14109
MSHT: Multi-stage Hybrid Transformer for the ROSE Image Analysis of Pancreatic Cancer,Tianyi Zhang;Yunlu Feng;Yu Zhao;Guangda Fan;Aiming Yang;Shangqin Lyu;Peng Zhang;Fan Song;Chenbin Ma;Yangyang Sun;Youdan Feng;Guanglei Zhang,"Pancreatic cancer is one of the most malignant cancers in the world, which deteriorates rapidly with very high mortality. The rapid on-site evaluation (ROSE) technique innovates the workflow by immediately analyzing the fast stained cytopathological images with on-site pathologists, which enables faster diagnosis in this time-pressured process. However, the wider expansion of ROSE diagnosis has been hindered by the lack of experienced pathologists. To overcome this problem, we propose a hybrid high-performance deep learning model to enable the automated workflow, thus freeing the occupation of the valuable time of pathologists. By firstly introducing the Transformer block into this field with our particular multi-stage hybrid design, the spatial features generated by the convolutional neural network (CNN) significantly enhance the Transformer global modeling. Turning multi-stage spatial features as global attention guidance, this design combines the robustness from the inductive bias of CNN with the sophisticated global modeling power of Transformer. A dataset of 4240 ROSE images is collected to evaluate the method in this unexplored field. The proposed multi-stage hybrid Transformer (MSHT) achieves 95.68% in classification accuracy, which is distinctively higher than the state-of-the-art models. Facing the need for interpretability, MSHT outperforms its counterparts with more accurate attention regions. The results demonstrate that the MSHT can distinguish cancer samples accurately at an unprecedented image scale, laying the foundation for deploying automatic decision systems and enabling the expansion of ROSE in clinical practice. The code and records are available at: https://github.com/sagizty/Multi-Stage-Hybrid-Transformer. △ Less","27 December, 2021",https://arxiv.org/pdf/2112.13513
Analyzing Scientific Publications using Domain-Specific Word Embedding and Topic Modelling,Trisha Singhal;Junhua Liu;Lucienne T. M. Blessing;Kwan Hui Lim,"The scientific world is changing at a rapid pace, with new technology being developed and new trends being set at an increasing frequency. This paper presents a framework for conducting scientific analyses of academic publications, which is crucial to monitor research trends and identify potential innovations. This framework adopts and combines various techniques of Natural Language Processing, such as word embedding and topic modelling. Word embedding is used to capture semantic meanings of domain-specific words. We propose two novel scientific publication embedding, i.e., PUB-G and PUB-W, which are capable of learning semantic meanings of general as well as domain-specific words in various research fields. Thereafter, topic modelling is used to identify clusters of research topics within these larger research fields. We curated a publication dataset consisting of two conferences and two journals from 1995 to 2020 from two research domains. Experimental results show that our PUB-G and PUB-W embeddings are superior in comparison to other baseline embeddings by a margin of ~0.18-1.03 based on topic coherence. △ Less","23 December, 2021",https://arxiv.org/pdf/2112.12940
Learning Aligned Cross-Modal Representation for Generalized Zero-Shot Classification,Zhiyu Fang;Xiaobin Zhu;Chun Yang;Zheng Han;Jingyan Qin;Xu-Cheng Yin,"Learning a common latent embedding by aligning the latent spaces of cross-modal autoencoders is an effective strategy for Generalized Zero-Shot Classification (GZSC). However, due to the lack of fine-grained instance-wise annotations, it still easily suffer from the domain shift problem for the discrepancy between the visual representation of diversified images and the semantic representation of fixed attributes. In this paper, we propose an innovative autoencoder network by learning Aligned Cross-Modal Representations (dubbed ACMR) for GZSC. Specifically, we propose a novel Vision-Semantic Alignment (VSA) method to strengthen the alignment of cross-modal latent features on the latent subspaces guided by a learned classifier. In addition, we propose a novel Information Enhancement Module (IEM) to reduce the possibility of latent variables collapse meanwhile encouraging the discriminative ability of latent variables. Extensive experiments on publicly available datasets demonstrate the state-of-the-art performance of our method. △ Less","23 December, 2021",https://arxiv.org/pdf/2112.12927
Learning Hierarchical Attention for Weakly-supervised Chest X-Ray Abnormality Localization and Diagnosis,Xi Ouyang;Srikrishna Karanam;Ziyan Wu;Terrence Chen;Jiayu Huo;Xiang Sean Zhou;Qian Wang;Jie-Zhi Cheng,"We consider the problem of abnormality localization for clinical applications. While deep learning has driven much recent progress in medical imaging, many clinical challenges are not fully addressed, limiting its broader usage. While recent methods report high diagnostic accuracies, physicians have concerns trusting these algorithm results for diagnostic decision-making purposes because of a general lack of algorithm decision reasoning and interpretability. One potential way to address this problem is to further train these models to localize abnormalities in addition to just classifying them. However, doing this accurately will require a large amount of disease localization annotations by clinical experts, a task that is prohibitively expensive to accomplish for most applications. In this work, we take a step towards addressing these issues by means of a new attention-driven weakly supervised algorithm comprising a hierarchical attention mining framework that unifies activation- and gradient-based visual attention in a holistic manner. Our key algorithmic innovations include the design of explicit ordinal attention constraints, enabling principled model training in a weakly-supervised fashion, while also facilitating the generation of visual-attention-driven model explanations by means of localization cues. On two large-scale chest X-ray datasets (NIH ChestX-ray14 and CheXpert), we demonstrate significant localization performance improvements over the current state of the art while also achieving competitive classification performance. Our code is available on https://github.com/oyxhust/HAM. △ Less","22 December, 2021",https://arxiv.org/pdf/2112.12349
Startup Ecosystem Rankings,Attila Lajos Makai,"The number, importance, and popularity of rankings measuring innovation performance and the strength and resources of ecosystems that provide its spatial framework are on an increasing trend globally. In addition to influencing the specific decisions taken by economic actors, these rankings significantly impact the development of innovation-related policies at regional, national, and international levels. The importance of startup ecosystems is proven by the growing scientific interest, which is demonstrated by the increasing number of related scientific articles. The concept of the startup ecosystem is a relatively new category, the application of which in everyday and scientific life has been gaining ground since the end of the 2000s. In parallel, of course, the demand for measurability and comparability has emerged among decision-makers and scholars. This demand is met by startup ecosystem rankings, which now measure and rank the performance of individual ecosystems on a continental and global scale. However, while the number of scientific publications examining rankings related to higher education, economic performance, or even innovation, can be measured in the order of thousands, scientific research has so far rarely or tangentially addressed the rankings of startup ecosystems. This study and the related research intend to fill this gap by presenting and analysing the characteristics of global rankings and identifying possible future research directions. △ Less","21 December, 2021",https://arxiv.org/pdf/2112.11931
