title,authors,abstract,submitted_date,pdf_link
Autonomous discovery of battery electrolytes with robotic experimentation and machine-learning,Adarsh Dave;Jared Mitchell;Kirthevasan Kandasamy;Sven Burke;Biswajit Paria;Barnabas Poczos;Jay Whitacre;Venkatasubramanian Viswanathan,"Innovations in batteries take years to formulate and commercialize, requiring extensive experimentation during the design and optimization phases. We approached the design and selection of a battery electrolyte through a black-box optimization algorithm directly integrated into a robotic test-stand. We report here the discovery of a novel battery electrolyte by this experiment completely guided by the machine-learning software without human intervention. Motivated by the recent trend toward super-concentrated aqueous electrolytes for high-performance batteries, we utilize Dragonfly - a Bayesian machine-learning software package - to search mixtures of commonly used lithium and sodium salts for super-concentrated aqueous electrolytes with wide electrochemical stability windows. Dragonfly autonomously managed the robotic test-stand, recommending electrolyte designs to test and receiving experimental feedback in real time. In 40 hours of continuous experimentation over a four-dimensional design space with millions of potential candidates, Dragonfly discovered a novel, mixed-anion aqueous sodium electrolyte with a wider electrochemical stability window than state-of-the-art sodium electrolyte. A human-guided design process may have missed this optimal electrolyte. This result demonstrates the possibility of integrating robotics with machine-learning to rapidly and autonomously discover novel battery materials. △ Less","22 October, 2019",https://arxiv.org/pdf/2001.09938
Resilient Cyberphysical Systems and their Application Drivers: A Technology Roadmap,Somali Chaterji;Parinaz Naghizadeh;Muhammad Ashraful Alam;Saurabh Bagchi;Mung Chiang;David Corman;Brian Henz;Suman Jana;Na Li;Shaoshuai Mou;Meeko Oishi;Chunyi Peng;Tiark Rompf;Ashutosh Sabharwal;Shreyas Sundaram;James Weimer;Jennifer Weller,"Cyberphysical systems (CPS) are ubiquitous in our personal and professional lives, and they promise to dramatically improve micro-communities (e.g., urban farms, hospitals), macro-communities (e.g., cities and metropolises), urban structures (e.g., smart homes and cars), and living structures (e.g., human bodies, synthetic genomes). The question that we address in this article pertains to designing these CPS systems to be resilient-from-the-ground-up, and through progressive learning, resilient-by-reaction. An optimally designed system is resilient to both unique attacks and recurrent attacks, the latter with a lower overhead. Overall, the notion of resilience can be thought of in the light of three main sources of lack of resilience, as follows: exogenous factors, such as natural variations and attack scenarios; mismatch between engineered designs and exogenous factors ranging from DDoS (distributed denial-of-service) attacks or other cybersecurity nightmares, so called ""black swan"" events, disabling critical services of the municipal electrical grids and other connected infrastructures, data breaches, and network failures; and the fragility of engineered designs themselves encompassing bugs, human-computer interactions (HCI), and the overall complexity of real-world systems. In the paper, our focus is on design and deployment innovations that are broadly applicable across a range of CPS application areas. △ Less","19 December, 2019",https://arxiv.org/pdf/2001.00090
Outlier Detection and Data Clustering via Innovation Search,Mostafa Rahmani;Ping Li,"The idea of Innovation Search was proposed as a data clustering method in which the directions of innovation were utilized to compute the adjacency matrix and it was shown that Innovation Pursuit can notably outperform the self representation based subspace clustering methods. In this paper, we present a new discovery that the directions of innovation can be used to design a provable and strong robust (to outlier) PCA method. The proposed approach, dubbed iSearch, uses the direction search optimization problem to compute an optimal direction corresponding to each data point. iSearch utilizes the directions of innovation to measure the innovation of the data points and it identifies the outliers as the most innovative data points. Analytical performance guarantees are derived for the proposed robust PCA method under different models for the distribution of the outliers including randomly distributed outliers, clustered outliers, and linearly dependent outliers. In addition, we study the problem of outlier detection in a union of subspaces and it is shown that iSearch provably recovers the span of the inliers when the inliers lie in a union of subspaces. Moreover, we present theoretical studies which show that the proposed measure of innovation remains stable in the presence of noise and the performance of iSearch is robust to noisy data. In the challenging scenarios in which the outliers are close to each other or they are close to the span of the inliers, iSearch is shown to remarkably outperform most of the existing methods. The presented method shows that the directions of innovation are useful representation of the data which can be used to perform both data clustering and outlier detection. △ Less","30 December, 2019",https://arxiv.org/pdf/1912.12988
Boldly Going Where No Prover Has Gone Before,Giles Reger,"I argue that the most interesting goal facing researchers in automated reasoning is being able to solve problems that cannot currently be solved by existing tools and methods. This may appear obvious, and is clearly not an original thought, but focusing on this as a primary goal allows us to examine other goals in a new light. Many successful theorem provers employ a portfolio of different methods for solving problems. This changes the landscape on which we perform our research: solving problems that can already be solved may not improve the state of the art and a method that can solve a handful of problems unsolvable by current methods, but generally performs poorly on most problems, can be very useful. We acknowledge that forcing new methods to compete against portfolio solvers can stifle innovation. However, this is only the case when comparisons are made at the level of total problems solved. We propose a movement towards focussing on unique solutions in evaluation and competitions i.e. measuring the potential contribution to a portfolio solver. This state of affairs is particularly prominent in first-order logic, which is undecidable. When reasoning in a decidable logic there can be a focus on optimising a decision procedure and measuring average solving times. But in a setting where solutions are difficult to find, average solving times lose meaning, and whilst improving the efficiency of a technique can move potential solutions within acceptable time limits, in general, complementary strategies may be more successful. △ Less","30 December, 2019",https://arxiv.org/pdf/1912.12958
Very Long Natural Scenery Image Prediction by Outpainting,Zongxin Yang;Jian Dong;Ping Liu;Yi Yang;Shuicheng Yan,"Comparing to image inpainting, image outpainting receives less attention due to two challenges in it. The first challenge is how to keep the spatial and content consistency between generated images and original input. The second challenge is how to maintain high quality in generated results, especially for multi-step generations in which generated regions are spatially far away from the initial input. To solve the two problems, we devise some innovative modules, named Skip Horizontal Connection and Recurrent Content Transfer, and integrate them into our designed encoder-decoder structure. By this design, our network can generate highly realistic outpainting prediction effectively and efficiently. Other than that, our method can generate new images with very long sizes while keeping the same style and semantic content as the given input. To test the effectiveness of the proposed architecture, we collect a new scenery dataset with diverse, complicated natural scenes. The experimental results on this dataset have demonstrated the efficacy of our proposed network. The code and dataset are available from https://github.com/z-x-yang/NS-Outpainting. △ Less","29 December, 2019",https://arxiv.org/pdf/1912.12688
Tha3aroon at NSURL-2019 Task 8: Semantic Question Similarity in Arabic,Ali Fadel;Ibraheem Tuffaha;Mahmoud Al-Ayyoub,"In this paper, we describe our team's effort on the semantic text question similarity task of NSURL 2019. Our top performing system utilizes several innovative data augmentation techniques to enlarge the training data. Then, it takes ELMo pre-trained contextual embeddings of the data and feeds them into an ON-LSTM network with self-attention. This results in sequence representation vectors that are used to predict the relation between the question pairs. The model is ranked in the 1st place with 96.499 F1-score (same as the second place F1-score) and the 2nd place with 94.848 F1-score (differs by 1.076 F1-score from the first place) on the public and private leaderboards, respectively. △ Less","28 December, 2019",https://arxiv.org/pdf/1912.12514
TASE: Reducing latency of symbolic execution with transactional memory,Adam Humphries;Kartik Cating-Subramanian;Michael K. Reiter,"We present the design and implementation of a tool called TASE that uses transactional memory to reduce the latency of symbolic-execution applications with small amounts of symbolic state. Execution paths are executed natively while operating on concrete values, and only when execution encounters symbolic values (or modeled functions) is native execution suspended and interpretation begun. Execution then returns to its native mode when symbolic values are no longer encountered. The key innovations in the design of TASE are a technique for amortizing the cost of checking whether values are symbolic over few instructions, and the use of hardware-supported transactional memory (TSX) to implement native execution that rolls back with no effect when use of a symbolic value is detected (perhaps belatedly). We show that TASE has the potential to dramatically improve some latency-sensitive applications of symbolic execution, such as methods to verify the behavior of a client in a client-server application. △ Less","27 December, 2019",https://arxiv.org/pdf/1912.12363
Fair Matching in Dynamic Kidney Exchange,Irena Gao,"Kidney transplants are sharply overdemanded in the United States. A recent innovation to address organ shortages is a kidney exchange, in which willing but medically incompatible patient-donor pairs swap donors so that two successful transplants occur. Proposed rules for matching such pairs include static fair matching rules, which improve matching for a particular group, such as highly-sensitized patients. However, in dynamic environments, it seems intuitively fair to prioritize time-critical pairs. We consider the tradeoff between established sensitization fairness and time fairness in dynamic environments. We design two algorithms, SENS and TIME, and study their patient loss. We show that the there is a theoretical advantage to prioritizing time-critical patients (around 9.18% tradeoff on U.S. data) rather than sensitized patients. Our results suggest that time fairness needs to be considered in kidney exchange. We then propose a batching algorithm for current branch-and-price solvers that balances both fairness needs. △ Less","22 December, 2019",https://arxiv.org/pdf/1912.10563
"An Overview on Smart Contracts: Challenges, Advances and Platforms",Zibin Zheng;Shaoan Xie;Hong-Ning Dai;Weili Chen;Xiangping Chen;Jian Weng;Muhammad Imran,"Smart contract technology is reshaping conventional industry and business processes. Being embedded in blockchains, smart contracts enable the contractual terms of an agreement to be enforced automatically without the intervention of a trusted third party. As a result, smart contracts can cut down administration and save services costs, improve the efficiency of business processes and reduce the risks. Although smart contracts are promising to drive the new wave of innovation in business processes, there are a number of challenges to be tackled.This paper presents a survey on smart contracts. We first introduce blockchains and smart contracts. We then present the challenges in smart contracts as well as recent technical advances. We also compare typical smart contract platforms and give a categorization of smart contract applications along with some representative examples. △ Less","21 December, 2019",https://arxiv.org/pdf/1912.10370
From Patches to Pictures (PaQ-2-PiQ): Mapping the Perceptual Space of Picture Quality,Zhenqiang Ying;Haoran Niu;Praful Gupta;Dhruv Mahajan;Deepti Ghadiyaram;Alan Bovik,"Blind or no-reference (NR) perceptual picture quality prediction is a difficult, unsolved problem of great consequence to the social and streaming media industries that impacts billions of viewers daily. Unfortunately, popular NR prediction models perform poorly on real-world distorted pictures. To advance progress on this problem, we introduce the largest (by far) subjective picture quality database, containing about 40000 real-world distorted pictures and 120000 patches, on which we collected about 4M human judgments of picture quality. Using these picture and patch quality labels, we built deep region-based architectures that learn to produce state-of-the-art global picture quality predictions as well as useful local picture quality maps. Our innovations include picture quality prediction architectures that produce global-to-local inferences as well as local-to-global inferences (via feedback). △ Less","20 December, 2019",https://arxiv.org/pdf/1912.10088
